CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
307647	2081.87598	5084549101065	0.16671	0.26266	2081.80933	0.06665	5587	1	0.15743	0.24130	1	0.14454	0.27980	1	0.15098	0.26055	1	0.34067	0.75921	23.81262	0.98361	1	0.62942	0.74605	25.85853	0.98361	1	-0.03256	-0.04606	0.55381	0.00454	1	0.02934	-0.04516	0.56966	0.00461	1	0.31406	0.38056	0	0
307648	2081.88257	5084549167422	0.16601	0.26239	2081.80933	0.07324	5587	1	0.16709	0.24402	1	0.14950	0.27478	1	0.15829	0.25940	1	0.34079	0.75915	24.01558	0.98361	1	0.62962	0.74605	26.01396	0.98361	1	-0.03256	-0.04606	0.55381	0.00446	1	0.02934	-0.04516	0.56966	0.00463	1	0.31406	0.38056	0	0
307649	2081.88965	5084549238115	0.16585	0.26048	2081.80933	0.08032	5587	1	0.17125	0.23413	1	0.15663	0.24113	1	0.16394	0.23763	1	0.34095	0.75894	24.01406	0.98361	1	0.62964	0.74604	26.08504	0.98361	1	-0.03256	-0.04606	0.55381	0.00448	1	0.02934	-0.04516	0.56966	0.00457	1	0.31406	0.38056	0	0
307650	2081.89648	5084549306080	0.16529	0.25742	2081.80933	0.08716	5587	1	0.16564	0.21732	1	0.15040	0.21794	1	0.15802	0.21763	1	0.34096	0.75893	24.07906	0.99837	1	0.62975	0.74606	25.99613	1.00636	1	-0.03452	-0.04893	0.58875	0.00448	1	0.03036	-0.04665	0.58843	0.00456	1	0.31406	0.38056	0	0
307651	2081.90283	5084549371685	0.16456	0.25298	2081.80933	0.09351	5587	1	0.16169	0.18372	1	0.14681	0.19791	1	0.15425	0.19082	1	0.34098	0.75895	23.92685	1.02112	1	0.62978	0.74612	25.96929	1.02912	1	-0.03452	-0.04893	0.58875	0.00448	1	0.03036	-0.04665	0.58843	0.00455	1	0.31406	0.38056	0	0
307652	2081.90991	5084549441521	0.16339	0.24802	2081.80933	0.10059	5587	1	0.15016	0.17081	1	0.14165	0.17650	1	0.14590	0.17365	1	0.34102	0.75880	23.92747	1.04387	1	0.62977	0.74610	25.96874	1.05187	1	-0.03452	-0.04893	0.58875	0.00447	1	0.03036	-0.04665	0.58843	0.00457	1	0.31406	0.38056	0	0
307653	2081.91602	5084549503202	0.16220	0.24315	2081.80933	0.10669	5587	1	0.14452	0.15383	1	0.14170	0.17667	1	0.14311	0.16525	1	0.34099	0.75870	23.96407	1.05881	1	0.62979	0.74610	25.95603	1.05171	1	-0.03380	-0.04797	0.57721	0.00451	1	0.02872	-0.04400	0.55508	0.00458	1	0.31406	0.38056	0	0
307654	2081.92285	5084549569683	0.16064	0.23979	2081.80933	0.11353	5587	1	0.13402	0.17576	1	0.13422	0.18942	1	0.13412	0.18259	1	0.34089	0.75898	24.27534	1.04389	1	0.62959	0.74618	25.81219	1.02879	1	-0.03380	-0.04797	0.57721	0.00439	1	0.02872	-0.04400	0.55508	0.00458	1	0.31406	0.38056	0	STEP 5: 1611142002995
307655	2081.93018	5084549643773	0.15748	0.23668	2081.80933	0.12085	5587	1	0.10863	0.17159	1	0.09256	0.18999	1	0.10059	0.18079	1	0.34008	0.75893	23.49519	1.02098	1	0.62876	0.74594	25.96165	1.00587	1	-0.03380	-0.04797	0.57721	0.00444	1	0.02872	-0.04400	0.55508	0.00462	1	0.31406	0.38056	0	STEP 5: 1611142002995
307656	2081.93628	5084549704658	0.15501	0.23497	2081.80933	0.12695	5587	1	0.11839	0.19823	1	0.09779	0.20648	1	0.10809	0.20236	1	0.33892	0.75759	22.08462	0.99806	1	0.62790	0.74574	25.75625	0.99006	1	-0.03392	-0.04776	0.57473	0.00427	1	0.02893	-0.04487	0.56651	0.00471	1	0.31406	0.38056	0	0
307657	2081.94263	5084549769031	0.13438	0.20967	2081.80933	0.12695	5587	0	0.05813	0.16996	1	0.03041	0.19973	1	0.04427	0.18484	1	0.33736	0.75676	21.63594	0.99006	1	0.62606	0.74546	25.43993	0.99717	1	-0.03392	-0.04776	0.57473	0.00429	1	0.02893	-0.04487	0.56651	0.00484	1	0.31406	0.38056	0	0
307658	2081.95020	5084549843538	0.07996	0.19047	2081.80933	0.12695	5587	0	0.03460	0.15844	1	0.01648	0.18407	1	0.02554	0.17126	1	0.33671	0.75663	21.51537	0.99717	1	0.62513	0.74498	25.66847	1.00428	1	-0.03392	-0.04776	0.57473	0.00428	1	0.02893	-0.04487	0.56651	0.00465	1	0.31406	0.38056	0	0
307659	2081.95654	5084549908361	0.06227	0.18524	2081.80933	0.12695	5587	0	0.03451	0.15824	1	0.01930	0.19134	1	0.02691	0.17479	1	0.33613	0.75648	21.11937	0.99733	1	0.62430	0.74483	25.29535	0.99733	1	-0.03315	-0.04639	0.55828	0.00433	1	0.02783	-0.04370	0.55231	0.00477	1	0.31406	0.38056	0	0
307660	2081.96289	5084549970053	0.02912	0.17196	2081.80933	0.12695	5587	0	0.04166	0.13784	1	0.02819	0.20179	1	0.03492	0.16982	1	0.33600	0.75668	21.29636	0.99039	1	0.62438	0.74499	25.27570	0.98328	1	-0.03315	-0.04639	0.55828	0.00432	1	0.02783	-0.04370	0.55231	0.00469	1	0.31406	0.38056	0	0
307661	2081.96997	5084550042062	0.02892	0.18218	2081.80933	0.12695	5587	0	0.04377	0.16339	1	0.01366	0.22141	1	0.02872	0.19240	1	0.33586	0.75667	21.39803	0.97634	1	0.62442	0.74495	25.34879	0.96923	1	-0.03315	-0.04639	0.55828	0.00430	1	0.02783	-0.04370	0.55231	0.00469	1	0.31406	0.38056	0	0
307662	2081.97632	5084550106267	0.03200	0.19327	2081.80933	0.12695	5587	0	0.05409	0.18828	1	0.02225	0.24262	1	0.03817	0.21545	1	0.33582	0.75682	21.46097	0.95607	1	0.62446	0.74494	25.51726	0.94896	1	-0.03212	-0.04478	0.53889	0.00431	1	0.02796	-0.04383	0.55335	0.00462	1	0.31406	0.38056	0	0
307663	2081.98291	5084550170902	0.03366	0.20383	2081.96289	0.02002	5588	1	0.05565	0.21229	1	0.02164	0.25875	1	0.03865	0.23552	1	0.33571	0.75686	21.35907	0.94275	1	0.62456	0.74528	25.26815	0.94275	1	-0.03212	-0.04478	0.53889	0.00429	1	0.02796	-0.04383	0.55335	0.00479	1	0.31406	0.38056	0	0
307664	2081.99023	5084550243668	0.03437	0.21190	2081.96289	0.02734	5588	1	0.05302	0.22205	1	0.02133	0.26630	1	0.03718	0.24417	1	0.33569	0.75679	21.17827	0.93654	1	0.62455	0.74527	25.24471	0.93654	1	-0.03212	-0.04478	0.53889	0.00428	1	0.02796	-0.04383	0.55335	0.00480	1	0.31406	0.38056	0	0
307665	2081.99707	5084550312773	0.03458	0.21667	2081.96289	0.03418	5588	1	0.05302	0.22205	1	0.01827	0.25894	1	0.03565	0.24049	1	0.33559	0.75684	21.16953	0.93654	1	0.62455	0.74527	25.20426	0.94365	1	-0.03322	-0.04625	0.55652	0.00430	1	0.02870	-0.04504	0.56866	0.00480	1	0.31406	0.38056	0	0
307666	2082.00342	5084550375263	0.03499	0.21825	2081.96289	0.04053	5588	1	0.06190	0.21124	1	0.01295	0.24427	1	0.03743	0.22775	1	0.33550	0.75697	21.12886	0.94986	1	0.62452	0.74523	25.26167	0.95697	1	-0.03322	-0.04625	0.55652	0.00431	1	0.02870	-0.04504	0.56866	0.00483	1	0.31406	0.38056	0	0
307667	2082.01001	5084550443446	0.03427	0.21846	2081.96289	0.04712	5588	1	0.05011	0.20293	1	0.00844	0.23687	1	0.02927	0.21990	1	0.33549	0.75695	21.20272	0.96318	1	0.62455	0.74527	25.20426	0.97029	1	-0.03322	-0.04625	0.55652	0.00430	1	0.02870	-0.04504	0.56866	0.00480	1	0.31406	0.38056	0	0
307668	2082.01636	5084550506476	0.03319	0.21737	2081.96289	0.05347	5588	1	0.04332	0.18690	1	0.00577	0.23047	1	0.02455	0.20869	1	0.33542	0.75698	21.31071	0.97650	1	0.62453	0.74532	25.22832	0.97650	1	-0.03322	-0.04625	0.55652	0.00427	1	0.02820	-0.04432	0.55961	0.00479	1	0.31406	0.38056	0	0
307669	2082.02295	5084550570865	0.03265	0.21684	2081.96289	0.06006	5588	1	0.03480	0.18137	1	0.02079	0.24280	1	0.02779	0.21208	1	0.33536	0.75702	21.45084	0.97650	1	0.62447	0.74526	25.28863	0.96939	1	-0.03322	-0.04625	0.55652	0.00426	1	0.02820	-0.04432	0.55961	0.00477	1	0.31406	0.38056	0	0
307670	2082.03027	5084550643996	0.03395	0.21579	2081.96289	0.06738	5588	1	0.05426	0.19718	1	0.03969	0.21345	1	0.04698	0.20532	1	0.33520	0.75699	21.08711	0.96939	1	0.62434	0.74538	25.02034	0.96229	1	-0.03322	-0.04625	0.55652	0.00430	1	0.02820	-0.04432	0.55961	0.00477	1	0.31406	0.38056	0	0
307671	2082.03687	5084550710260	0.03542	0.21586	2081.96289	0.07397	5588	1	0.06096	0.21318	1	0.04217	0.22006	1	0.05157	0.21662	1	0.33514	0.75705	21.12476	0.95607	1	0.62432	0.74539	25.18310	0.95607	1	-0.03187	-0.04435	0.53324	0.00432	1	0.02863	-0.04506	0.56898	0.00477	1	0.31406	0.38056	0	0
307672	2082.04321	5084550775354	0.03622	0.21567	2081.96289	0.08032	5588	1	0.05521	0.24206	1	0.03651	0.18455	1	0.04586	0.21331	1	0.33501	0.75711	21.02359	0.94986	1	0.62423	0.74552	25.18172	0.95697	1	-0.03187	-0.04435	0.53324	0.00430	1	0.02863	-0.04506	0.56898	0.00485	1	0.31406	0.38056	0	0
307673	2082.05054	5084550846914	0.03662	0.21424	2081.96289	0.08765	5588	1	0.05379	0.20255	1	0.02982	0.18877	1	0.04180	0.19566	1	0.33498	0.75718	21.05958	0.95075	1	0.62410	0.74540	25.24488	0.95786	1	-0.03187	-0.04435	0.53324	0.00427	1	0.02863	-0.04506	0.56898	0.00473	1	0.31406	0.38056	0	0
307674	2082.05688	5084550911727	0.03685	0.21271	2081.96289	0.09399	5588	1	0.05014	0.19388	1	0.02982	0.18877	1	0.03998	0.19133	1	0.33487	0.75723	21.16400	0.95786	1	0.62390	0.74546	25.33838	0.95786	1	-0.03331	-0.04623	0.55529	0.00428	1	0.02859	-0.04511	0.56909	0.00475	1	0.31406	0.38056	0	0
307675	2082.06323	5084550975488	0.03690	0.21086	2081.96289	0.10034	5588	1	0.05172	0.17871	1	0.02375	0.18759	1	0.03774	0.18315	1	0.33471	0.75727	21.00677	0.96407	1	0.62388	0.74549	25.33459	0.95697	1	-0.03331	-0.04623	0.55529	0.00430	1	0.02859	-0.04511	0.56909	0.00474	1	0.31406	0.38056	0	0
307676	2082.07056	5084551047003	0.03674	0.20972	2081.96289	0.10767	5588	1	0.04580	0.18739	1	0.02245	0.19546	1	0.03412	0.19142	1	0.33463	0.75740	21.13114	0.96318	1	0.62391	0.74560	25.26930	0.95607	1	-0.03331	-0.04623	0.55529	0.00427	1	0.02859	-0.04511	0.56909	0.00474	1	0.31406	0.38056	0	0
307677	2082.07715	5084551112994	0.03662	0.20876	2081.96289	0.11426	5588	1	0.04626	0.18848	1	0.02282	0.19644	1	0.03454	0.19246	1	0.33456	0.75743	21.08471	0.96229	1	0.62376	0.74555	25.12224	0.95518	1	-0.03330	-0.04630	0.55515	0.00430	1	0.02859	-0.04516	0.56909	0.00469	1	0.31406	0.38056	0	0
307678	2082.08325	5084551174438	0.03708	0.20851	2081.96289	0.12036	5588	1	0.05989	0.20563	1	0.03103	0.20221	1	0.04546	0.20392	1	0.33445	0.75747	20.97089	0.95518	1	0.62361	0.74571	25.26185	0.95518	1	-0.03330	-0.04630	0.55515	0.00426	1	0.02859	-0.04516	0.56909	0.00471	1	0.31406	0.38056	0	0
307679	2082.09009	5084551242978	0.03714	0.20844	2081.96289	0.12720	5588	1	0.05145	0.21306	1	0.02506	0.20153	1	0.03826	0.20730	1	0.33421	0.75762	20.99443	0.95518	1	0.62358	0.74575	25.29839	0.95518	1	-0.03330	-0.04630	0.55515	0.00434	1	0.02859	-0.04516	0.56909	0.00471	1	0.31406	0.38056	0	0
307680	2082.09717	5084551313246	0.03726	0.20854	2081.96289	0.13428	5588	1	0.05464	0.22053	1	0.02469	0.20056	1	0.03966	0.21055	1	0.33417	0.75755	20.95490	0.94896	1	0.62358	0.74584	25.38093	0.95607	1	-0.03245	-0.04496	0.53903	0.00431	1	0.02846	-0.04512	0.56913	0.00474	1	0.31406	0.38056	0	0
307681	2082.10352	5084551376377	0.03775	0.20823	2081.96289	0.14063	5588	1	0.06562	0.18869	1	0.03052	0.21433	1	0.04807	0.20151	1	0.33407	0.75762	21.03283	0.94986	1	0.62333	0.74561	25.49887	0.95697	1	-0.03245	-0.04496	0.53903	0.00428	1	0.02846	-0.04512	0.56913	0.00457	1	0.31406	0.38056	0	0
307682	2082.11084	5084551449570	0.03791	0.20778	2081.96289	0.14795	5588	1	0.05447	0.19288	1	0.02827	0.20318	1	0.04137	0.19803	1	0.33394	0.75764	21.01071	0.95075	1	0.62319	0.74572	25.41052	0.95786	1	-0.03245	-0.04496	0.53903	0.00428	1	0.02846	-0.04512	0.56913	0.00466	1	0.31406	0.38056	0	0
307683	2082.11694	5084551512283	0.03798	0.20719	2081.96289	0.15405	5588	1	0.05083	0.18414	1	0.02827	0.20318	1	0.03955	0.19366	1	0.33381	0.75764	21.01534	0.95786	1	0.62314	0.74562	25.43335	0.95786	1	-0.03327	-0.04603	0.55186	0.00427	1	0.02904	-0.04615	0.58157	0.00463	1	0.31406	0.38056	0	0
307684	2082.12354	5084551577346	0.03799	0.20664	2081.96289	0.16064	5588	1	0.06102	0.17894	1	0.01550	0.20779	1	0.03826	0.19336	1	0.33367	0.75774	21.18650	0.96407	1	0.62298	0.74578	25.03763	0.95697	1	-0.03327	-0.04603	0.55186	0.00429	1	0.02904	-0.04615	0.58157	0.00473	1	0.31406	0.38056	0	0
307685	2082.13086	5084551651420	0.03839	0.20709	2081.96289	0.16797	5588	1	0.07016	0.22113	1	0.02688	0.21566	1	0.04852	0.21840	1	0.33378	0.75769	21.03337	0.96318	1	0.62311	0.74588	25.56099	0.95607	1	-0.03327	-0.04603	0.55186	0.00425	1	0.02904	-0.04615	0.58157	0.00469	1	0.31406	0.38056	0	0
307686	2082.13696	5084551711639	0.03878	0.20755	2081.96289	0.17407	5588	1	0.07060	0.22219	1	0.02725	0.21662	1	0.04892	0.21940	1	0.33401	0.75774	20.95795	0.96229	1	0.62323	0.74569	25.56591	0.95518	1	-0.03327	-0.04603	0.55186	0.00427	1	0.02904	-0.04615	0.58157	0.00465	1	0.31406	0.38056	0	0
307687	2082.14355	5084551778209	0.03996	0.20754	2081.96289	0.18066	5588	1	0.08242	0.20082	1	0.06113	0.21367	1	0.07178	0.20725	1	0.33440	0.75783	21.13385	0.95518	1	0.62357	0.74573	25.43000	0.95518	1	-0.03327	-0.04603	0.55186	0.00428	1	0.02904	-0.04615	0.58157	0.00464	1	0.31406	0.38056	0	0
307688	2082.15088	5084551851707	0.04124	0.20763	2081.96289	0.18799	5588	1	0.09691	0.21052	1	0.05679	0.21008	1	0.07685	0.21030	1	0.33429	0.75779	21.08512	0.95518	1	0.62345	0.74579	25.19291	0.95518	1	-0.03327	-0.04603	0.55186	0.00427	1	0.02904	-0.04615	0.58157	0.00471	1	0.31406	0.38056	0	0
307689	2082.15698	5084551912081	0.04251	0.20796	2081.96289	0.19409	5588	1	0.09982	0.21799	1	0.05919	0.21677	1	0.07950	0.21738	1	0.33427	0.75777	21.01419	0.94896	1	0.62347	0.74569	25.41983	0.94896	1	-0.03269	-0.04517	0.54157	0.00427	1	0.02904	-0.04615	0.58157	0.00464	1	0.31406	0.38056	0	0
307690	2082.16382	5084551979874	0.04355	0.20825	2081.96289	0.20093	5588	1	0.08959	0.21193	1	0.05970	0.22195	1	0.07465	0.21694	1	0.33398	0.75791	21.11893	0.94275	1	0.62325	0.74564	25.39492	0.94275	1	-0.03269	-0.04517	0.54157	0.00425	1	0.02904	-0.04615	0.58157	0.00467	1	0.31406	0.38056	0	0
307691	2082.17065	5084552048883	0.04432	0.20908	2081.96289	0.20776	5588	1	0.07915	0.23278	1	0.05757	0.23709	1	0.06836	0.23493	1	0.33388	0.75793	21.01061	0.93654	1	0.62324	0.74565	25.42034	0.93654	1	-0.03269	-0.04517	0.54157	0.00427	1	0.02904	-0.04615	0.58157	0.00467	1	0.31406	0.38056	0	0
307692	2082.17725	5084552114240	0.04505	0.20986	2081.96289	0.21436	5588	1	0.07915	0.23278	1	0.05757	0.23709	1	0.06836	0.23493	1	0.33375	0.75790	20.82316	0.93654	1	0.62307	0.74581	25.40669	0.93654	1	-0.03336	-0.04593	0.55069	0.00427	1	0.02694	-0.04303	0.54276	0.00482	1	0.31406	0.38056	0	0
307693	2082.18359	5084552178460	0.04595	0.21031	2081.96289	0.22070	5588	1	0.08690	0.22848	1	0.06414	0.22178	1	0.07552	0.22513	1	0.33369	0.75788	21.03515	0.94275	1	0.62281	0.74559	25.40434	0.94275	1	-0.03336	-0.04593	0.55069	0.00427	1	0.02694	-0.04303	0.54276	0.00470	1	0.31406	0.38056	0	0
307694	2082.19067	5084552248995	0.04688	0.21065	2081.96289	0.22778	5588	1	0.09823	0.22894	1	0.05880	0.21516	1	0.07851	0.22205	1	0.33355	0.75794	21.00878	0.94896	1	0.62282	0.74558	25.41957	0.94896	1	-0.03336	-0.04593	0.55069	0.00426	1	0.02694	-0.04303	0.54276	0.00459	1	0.31406	0.38056	0	0
307695	2082.19727	5084552315488	0.04776	0.21097	2081.96289	0.23438	5588	1	0.09823	0.22894	1	0.05880	0.21516	1	0.07851	0.22205	1	0.33343	0.75807	20.95708	0.94896	1	0.62267	0.74555	25.34969	0.94896	1	-0.03312	-0.04553	0.54595	0.00424	1	0.02694	-0.04303	0.54276	0.00459	1	0.31406	0.38056	0	0
307696	2082.20435	5084552386327	0.04828	0.21157	2081.96289	0.24146	5588	1	0.08629	0.23876	1	0.04813	0.22795	1	0.06721	0.23335	1	0.33321	0.75808	20.93616	0.94275	1	0.62268	0.74568	25.32614	0.94275	1	-0.03312	-0.04553	0.54595	0.00426	1	0.02694	-0.04303	0.54276	0.00463	1	0.31406	0.38056	0	0
307697	2082.21094	5084552452358	0.07198	0.22360	2081.96289	0.24146	5588	0	0.08268	0.24849	1	0.06861	0.23050	1	0.07564	0.23950	1	0.33319	0.75811	20.95979	0.93654	1	0.62266	0.74563	25.27845	0.93654	1	-0.03312	-0.04553	0.54595	0.00424	1	0.02694	-0.04303	0.54276	0.00462	1	0.31406	0.38056	0	0
307698	2082.21753	5084552518104	0.07314	0.22964	2081.96289	0.24146	5588	0	0.08268	0.24849	1	0.06590	0.22285	1	0.07429	0.23567	1	0.33311	0.75813	20.96594	0.93654	1	0.62256	0.74565	25.34747	0.94365	1	-0.03348	-0.04590	0.54992	0.00425	1	0.02819	-0.04509	0.56881	0.00465	1	0.31406	0.38056	0	0
307699	2082.22461	5084552587701	0.07239	0.22780	2081.96289	0.24146	5588	0	0.06747	0.23677	1	0.07430	0.21152	1	0.07089	0.22414	1	0.33298	0.75801	20.68883	0.94986	1	0.62239	0.74575	25.11259	0.95697	1	-0.03348	-0.04590	0.54992	0.00427	1	0.02819	-0.04509	0.56881	0.00471	1	0.31406	0.38056	0	0
307700	2082.23120	5084552655425	0.07177	0.22252	2082.21094	0.02026	5589	1	0.07713	0.21973	1	0.06272	0.19362	1	0.06992	0.20668	1	0.33281	0.75813	20.88223	0.96318	1	0.62232	0.74573	25.05573	0.97029	1	-0.03348	-0.04590	0.54992	0.00422	1	0.02819	-0.04509	0.56881	0.00482	1	0.31406	0.38056	0	0
307701	2082.23755	5084552716840	0.07053	0.21711	2082.21094	0.02661	5589	1	0.07070	0.20395	1	0.06040	0.18694	1	0.06555	0.19545	1	0.33275	0.75814	21.01903	0.97650	1	0.62223	0.74586	24.87200	0.97650	1	-0.03348	-0.04590	0.54992	0.00421	1	0.02749	-0.04418	0.55725	0.00481	1	0.31406	0.38056	0	0
307702	2082.24487	5084552790238	0.07007	0.21209	2082.21094	0.03394	5589	1	0.07981	0.18102	1	0.05582	0.19297	1	0.06782	0.18699	1	0.33268	0.75814	20.99418	0.97650	1	0.62205	0.74554	25.15224	0.96939	1	-0.03348	-0.04590	0.54992	0.00425	1	0.02749	-0.04418	0.55725	0.00471	1	0.31406	0.38056	0	0
307703	2082.25195	5084552861426	0.07001	0.20856	2082.21094	0.04102	5589	1	0.08426	0.17357	1	0.05492	0.20121	1	0.06959	0.18739	1	0.33266	0.75817	20.99718	0.96939	1	0.62198	0.74564	25.32183	0.96229	1	-0.03348	-0.04590	0.54992	0.00424	1	0.02749	-0.04418	0.55725	0.00471	1	0.31406	0.38056	0	0
307704	2082.25781	5084552920199	0.07067	0.20783	2082.21094	0.04688	5589	1	0.09055	0.18988	1	0.06005	0.21556	1	0.07530	0.20272	1	0.33258	0.75823	20.97309	0.95607	1	0.62197	0.74569	25.28891	0.94896	1	-0.03301	-0.04524	0.54149	0.00422	1	0.02749	-0.04418	0.55725	0.00470	1	0.31406	0.38056	0	0
307705	2082.26465	5084552989490	0.07081	0.20936	2082.21094	0.05371	5589	1	0.08651	0.21600	1	0.05744	0.22724	1	0.07197	0.22162	1	0.33249	0.75834	20.88944	0.94275	1	0.62185	0.74568	25.24748	0.94275	1	-0.03301	-0.04524	0.54149	0.00422	1	0.02749	-0.04418	0.55725	0.00466	1	0.31406	0.38056	0	0
307706	2082.27173	5084553060560	0.07116	0.21176	2082.21094	0.06079	5589	1	0.08957	0.22953	1	0.05903	0.23721	1	0.07430	0.23337	1	0.33242	0.75834	20.79391	0.93654	1	0.62183	0.74563	25.30362	0.93654	1	-0.03301	-0.04524	0.54149	0.00423	1	0.02749	-0.04418	0.55725	0.00461	1	0.31406	0.38056	0	0
307707	2082.27783	5084553121307	0.07117	0.21301	2082.21094	0.06689	5589	1	0.08621	0.22115	1	0.05631	0.22978	1	0.07126	0.22547	1	0.33239	0.75838	20.82450	0.94348	1	0.62178	0.74566	25.21090	0.94348	1	-0.03434	-0.04699	0.56188	0.00420	1	0.02715	-0.04367	0.55033	0.00462	1	0.31406	0.38056	0	0
307708	2082.28491	5084553191882	0.07041	0.21303	2082.21094	0.07397	5589	1	0.07713	0.20551	1	0.04696	0.22106	1	0.06205	0.21329	1	0.33236	0.75842	20.81601	0.95664	1	0.62177	0.74567	25.21685	0.95664	1	-0.03434	-0.04699	0.56188	0.00420	1	0.02715	-0.04367	0.55033	0.00461	1	0.31406	0.38056	0	0
307709	2082.29199	5084553260997	0.06923	0.21294	2082.21094	0.08105	5589	1	0.06656	0.20855	1	0.04361	0.21500	1	0.05509	0.21178	1	0.33232	0.75841	20.92570	0.96980	1	0.62177	0.74567	25.21685	0.96980	1	-0.03434	-0.04699	0.56188	0.00419	1	0.02715	-0.04367	0.55033	0.00461	1	0.31406	0.38056	0	0
307710	2082.29761	5084553318271	0.06781	0.21180	2082.21094	0.08667	5589	1	0.06012	0.19292	1	0.03844	0.20114	1	0.04928	0.19703	1	0.33234	0.75840	20.93488	0.98296	1	0.62185	0.74575	25.33910	0.98296	1	-0.03434	-0.04699	0.56188	0.00420	1	0.02713	-0.04367	0.54985	0.00452	1	0.31406	0.38056	0	0
307711	2082.30493	5084553391326	0.06644	0.20996	2082.21094	0.09399	5589	1	0.05827	0.17790	1	0.03622	0.19060	1	0.04724	0.18425	1	0.33234	0.75840	20.93488	0.98296	1	0.62183	0.74572	25.21422	0.98296	1	-0.03434	-0.04699	0.56188	0.00420	1	0.02713	-0.04367	0.54985	0.00456	1	0.31406	0.38056	0	0
307712	2082.31152	5084553458279	0.06525	0.20811	2082.21094	0.10059	5589	1	0.05806	0.17043	1	0.03686	0.19010	1	0.04746	0.18027	1	0.33229	0.75836	21.03391	0.98296	1	0.62183	0.74588	25.15263	0.98296	1	-0.03434	-0.04699	0.56188	0.00419	1	0.02713	-0.04367	0.54985	0.00453	1	0.31406	0.38056	0	0
307713	2082.31763	5084553519559	0.06438	0.20693	2082.21094	0.10669	5589	1	0.06147	0.17884	1	0.03960	0.19749	1	0.05054	0.18817	1	0.33225	0.75837	20.86027	0.97601	1	0.62182	0.74583	25.13163	0.97601	1	-0.03364	-0.04593	0.54975	0.00418	1	0.02715	-0.04367	0.55033	0.00454	1	0.31406	0.38056	0	0
307714	2082.32593	5084553602375	0.06563	0.20531	2082.21094	0.11499	5589	1	0.11741	0.16440	1	0.05616	0.19100	1	0.08679	0.17770	1	0.33291	0.75814	20.60978	0.96907	1	0.62270	0.74563	24.97059	0.96907	1	-0.03364	-0.04593	0.54975	0.00417	1	0.02715	-0.04367	0.55033	0.00460	1	0.31406	0.38056	0	0
307715	2082.33105	5084553653527	0.07064	0.20661	2082.21094	0.12012	5589	1	0.16530	0.24149	1	0.15649	0.21864	1	0.16089	0.23006	1	0.33433	0.75806	20.05533	0.96212	1	0.62450	0.74530	25.56358	0.96212	1	-0.03364	-0.04593	0.54975	0.00406	1	0.02715	-0.04367	0.55033	0.00452	1	0.31406	0.38056	0	0
307716	2082.33813	5084553724565	0.07527	0.20817	2082.21094	0.12720	5589	1	0.16804	0.24951	1	0.15844	0.22604	1	0.16324	0.23778	1	0.33617	0.75799	19.51645	0.95518	1	0.62618	0.74464	25.62957	0.95518	1	-0.03325	-0.04618	0.55575	0.00402	1	0.02796	-0.04374	0.55335	0.00450	1	0.31406	0.38056	0	0
307717	2082.34497	5084553791827	0.08424	0.21270	2082.21094	0.13403	5589	1	0.16804	0.24951	0	0.26355	0.30327	1	0.26355	0.30327	1	0.33617	0.75799	19.51645	0.95518	0	0.63004	0.74474	22.22317	0.95518	1	-0.03325	-0.04618	0.55575	0.00402	1	0.02796	-0.04374	0.55335	0.00429	1	0.31406	0.38056	0	0
307718	2082.35107	5084553852943	0.09155	0.22677	2082.21094	0.14014	5589	1	0.16804	0.24951	0	0.24499	0.52217	1	0.24499	0.52217	1	0.33617	0.75799	19.51645	0.95518	0	0.63137	0.74670	13.01128	0.95518	1	-0.03325	-0.04618	0.55575	0.00402	1	0.02796	-0.04374	0.55335	0.00327	1	0.31406	0.38056	0	0
307719	2082.35791	5084553922472	0.12301	0.26399	2082.21094	0.14014	5589	0	0.16804	0.24951	0	0.24499	0.52217	1	0.24499	0.52217	1	0.33617	0.75799	19.51645	0.95518	0	0.63504	0.75041	12.25102	0.95518	1	-0.03325	-0.04618	0.55575	0.00402	1	0.02947	-0.04392	0.55983	0.00269	1	0.31406	0.38056	0	0
307720	2082.36450	5084553988140	0.12301	0.26399	2082.21094	0.14014	5589	0	0.16804	0.24951	0	0.24499	0.52217	0	0.24499	0.52217	0	0.33617	0.75799	19.51645	0.95518	0	0.63504	0.75041	12.25102	0.95518	0	-0.03325	-0.04618	0.55575	0.00402	1	0.02947	-0.04392	0.55983	0.00269	1	0.31406	0.38056	0	0
307721	2082.37109	5084554054091	0.12301	0.26399	2082.21094	0.14014	5589	0	0.16804	0.24951	0	0.24499	0.52217	0	0.24499	0.52217	0	0.33617	0.75799	19.51645	0.95518	0	0.63504	0.75041	12.25102	0.95518	0	-0.03325	-0.04618	0.55575	0.00402	1	0.02947	-0.04392	0.55983	0.00269	1	0.31406	0.38056	0	0
